evaluation_loss,f2_score,train_loss
0.7240499681042086,0.07100960770177395,0.7092565894126892
0.39659844675371725,0.6423394283155807,0.4294680655002594
0.2679389215284778,0.731061704161641,0.26072120666503906
0.2185125966225901,0.6792574914653126,0.21264737844467163
0.20791852089666552,0.7230210885146795,0.20756447315216064
0.2027607887021957,0.7169247725494208,0.18228217959403992
0.20084947155367944,0.7296553154800046,0.1973128318786621
0.1943323842940792,0.7483295266529676,0.21151971817016602
0.1929252686039094,0.7472241747916354,0.17094957828521729
0.1844586556957614,0.75461802181711,0.19680331647396088
0.19809782889581495,0.7263782405438127,0.18543967604637146
0.27052660911313947,0.7056147768262703,0.1474819779396057
0.19602914010324785,0.7533143104573078,0.18221431970596313
0.21501236577187816,0.6584704405298724,0.1754671335220337
0.20535662866407825,0.7049966354207118,0.187608003616333
0.1864366223735194,0.745089864993482,0.15785720944404602
0.23347205500448903,0.7148650675485384,0.1600845903158188
0.19177681399929908,0.7371239708246439,0.15515831112861633
0.20058228892664756,0.7449423917163671,0.1854230910539627
0.188121949472735,0.7585330389526257,0.1993076652288437
0.1819107763228878,0.7556253428186727,0.18907153606414795
0.28311101851924775,0.6959349541789323,0.1989869922399521
0.17494200121971867,0.7997194532489086,0.14907021820545197
0.18248728782899917,0.7533737274959679,0.1350865662097931
0.18450707774008474,0.7379583065605256,0.1514546126127243
0.17908722354519752,0.7657862859801743,0.16717272996902466
0.18285488313244236,0.7513959177067372,0.16065502166748047
0.28922979293331025,0.7099487955572915,0.18305590748786926
0.18612523232736894,0.7600486353975754,0.15563027560710907
0.18619075898201234,0.761224787570533,0.1165962889790535
0.19389430938228483,0.7635435233243341,0.15515868365764618
0.17746857673891128,0.7697935570571444,0.17237180471420288
0.17110284682243102,0.7841038172163913,0.1636343002319336
0.18569257182459678,0.7670452279229883,0.1354614496231079
0.1687130005128922,0.7734400779836997,0.16534855961799622
0.21169282544043758,0.7329360626629244,0.18209265172481537
0.2327794413412771,0.7140951583127767,0.15304946899414062
