evaluation_loss,f2_score,train_loss
0.6436094253782242,0.1128716436086035,0.797487199306488
0.27973577711317277,0.6555395389173008,0.19168153405189514
0.21013768513997397,0.7084352298793082,0.18092931807041168
0.19673082563612196,0.7441281845450978,0.18346332013607025
0.20803931402781653,0.7210509496551517,0.17028364539146423
0.2171267554873512,0.7608697358378738,0.18354135751724243
0.19555181170266772,0.7416990676453927,0.151983380317688
0.20959079076373388,0.7239260114297861,0.16962146759033203
0.19387177058628627,0.740924522557721,0.1686827689409256
0.1895213354201544,0.7480475758773248,0.1488438993692398
0.22408739725748697,0.7054710109314187,0.15334190428256989
0.19488472408718532,0.7496876162144498,0.1970396786928177
0.2144872574579148,0.7011304616832564,0.18470868468284607
0.2131151623196072,0.7365983354368935,0.179101824760437
0.18711483667767237,0.7261124090096155,0.16664420068264008
0.19374774751209078,0.7623099446128809,0.1597491204738617
0.17620779976012216,0.7509143221034643,0.14238980412483215
0.19695796663798984,0.7174282952574184,0.16997413337230682
0.2132432120186942,0.7207463076741151,0.14564768970012665
0.2159110780746218,0.7179994040148923,0.13801036775112152
0.1907950658646841,0.7702828629079698,0.17282035946846008
0.27586891537620906,0.6277963388321605,0.15805476903915405
0.17370894598582434,0.7746906007060032,0.1601601243019104
0.16743749285501147,0.7688050939437474,0.15740583837032318
0.16498488471621559,0.7905450976095911,0.14644986391067505
0.18843358660501147,0.7344370429813672,0.15295492112636566
0.34212366739908856,0.696165464108791,0.17240314185619354
0.18143638731941344,0.7456307168482098,0.13508549332618713
0.16432781824989925,0.7819221023930527,0.17374473810195923
0.16265643589080325,0.7894643879941156,0.14086750149726868
0.16025723351372612,0.7867585971640807,0.16664761304855347
0.17258807591029576,0.7770643573026751,0.14130567014217377
0.206971804300944,0.7216535196248981,0.14451967179775238
0.16985794854542566,0.7751788184989102,0.1412571370601654
0.17560845329647973,0.7841632445482499,0.15722592175006866
0.41770638359917533,0.6426789502111999,0.15461832284927368
0.25188482375372023,0.6888682227593403,0.16295453906059265
0.16084852672758557,0.7860942433849288,0.14305558800697327
0.1754152055770632,0.7987076540151581,0.1332816481590271
0.17615764860122923,0.7674343017851926,0.14082062244415283
0.23825465308295357,0.7072418999311055,0.13886085152626038
0.18311035822308253,0.7981439005122423,0.13711218535900116
0.31885440765865264,0.739712994739706,0.1544785499572754
0.17900972517709884,0.7866655506362414,0.1680048257112503
0.18376747010246156,0.7562432250625857,0.1391124576330185
0.15614838070339626,0.7956458326543455,0.1331005096435547
0.1927885782150995,0.750950055590238,0.15770365297794342
0.16790885017031715,0.8034544849970736,0.13723334670066833
0.177015016949366,0.7556874754014887,0.15250152349472046
0.16951600332108754,0.7886094389332633,0.14778082072734833
0.16036439320397755,0.794012798346443,0.1424270123243332
0.16275691986083984,0.8147605498315419,0.11620490252971649
0.2050204352727012,0.756739597886724,0.14655929803848267
0.21521825639028397,0.7108240967571182,0.13616037368774414
0.16969833676777188,0.7859036942824943,0.1558714509010315
0.15960873497856987,0.788988743272344,0.14786364138126373
0.15354422917441715,0.7989989542728708,0.16526293754577637
0.16803982144310362,0.7887587998745765,0.141943097114563
0.17100312974717882,0.8153116348706562,0.1599045693874359
0.16204016549246653,0.7928826773270475,0.1397169828414917
0.18088787321060423,0.7681850574313305,0.14801034331321716
0.19679812779502262,0.7827634236259967,0.15485285222530365
0.15614134167867993,0.8067956152166772,0.15281091630458832
0.22386673518589564,0.7773452514995675,0.14876370131969452
0.17968855963812935,0.7499638211322801,0.14742057025432587
0.15520557524665954,0.8121384437006934,0.12955009937286377
0.16094160836840432,0.7961217797778514,0.14931058883666992
0.17017821660117496,0.7993883485824025,0.14433223009109497
0.17378920600527809,0.7736627268804221,0.14133401215076447
0.17975159296913754,0.7658659061384004,0.14440496265888214
0.19404232691204737,0.7222728323184088,0.14039714634418488
0.14582576448955234,0.8177043233603961,0.14691293239593506
0.17499100215851315,0.7794537359977851,0.1413879692554474
0.1577935597253224,0.7991148383572948,0.1250028908252716
0.17636556473989334,0.7826322941330726,0.15857630968093872
0.15556488339863125,0.8290918816882938,0.13037855923175812
0.15447813367086743,0.8122486259913861,0.1422923356294632
0.22048418862479074,0.7373251055663114,0.13140815496444702
0.19416229308597624,0.7585514920015469,0.13930962979793549
0.15775697193448507,0.8060776922342172,0.1499270498752594
0.19861722370934864,0.7506688857925832,0.14670784771442413
0.19335646856398808,0.7221789845533121,0.13478350639343262
0.15108064621213882,0.7988268566847013,0.13929331302642822
0.15393753657265316,0.8322393696982109,0.16266003251075745
0.21385472918313647,0.7323837887163315,0.14955167472362518
0.154477906605554,0.80874373434588,0.13985417783260345
0.15041964394705637,0.8254889771761456,0.14591728150844574
0.23069614834255642,0.7535650405856517,0.14567124843597412
0.1944594004797557,0.7581003950231002,0.14213337004184723
0.33167560516841826,0.5145932142829499,0.17076139152050018
0.14334543924483042,0.8214850842016264,0.14373110234737396
0.15186868395124162,0.821515719322593,0.1501062959432602
0.1959001904442197,0.7377667769649136,0.13204382359981537
0.1446860328553215,0.82432726959713,0.1168794333934784
0.16740199497767858,0.7629824291068217,0.15075771510601044
0.19203817276727586,0.7679804818945574,0.12100118398666382
0.1675868412804982,0.8012703426443151,0.13378697633743286
0.18635504586356028,0.7641165020903853,0.12082280963659286
0.14746537284245567,0.8236056289721939,0.13351215422153473
0.18155860900878906,0.7729154883327,0.15105269849300385
0.1452917220100524,0.827772474258309,0.11313211172819138
0.1871279307774135,0.774714977622428,0.1051860824227333
0.1892166743202815,0.7264976074319557,0.13536521792411804
0.15436734093560112,0.7973269493952495,0.1317048817873001
0.1505855227273608,0.8150513338532123,0.1360638588666916
0.14779295240129744,0.8336329839792248,0.11591571569442749
0.1534516622149755,0.781819310319204,0.12960879504680634
0.15097693791465153,0.7983318546316139,0.11577890813350677
0.16284216017950148,0.8035312073747315,0.1250292807817459
0.13584208110022167,0.8352120359851987,0.12343563884496689
0.14384908524770584,0.8346124389063572,0.1454387903213501
0.14918133569142175,0.8094189888837601,0.1322643756866455
0.1707149384513734,0.7566827978857782,0.12299903482198715
0.13869152371845547,0.839311948476759,0.1359349936246872
0.14105525849357484,0.825387184716805,0.12899893522262573
0.17411185067797463,0.7801794652182333,0.13856904208660126
0.14487596542116196,0.8206234311667809,0.11685821413993835
0.1763104484194801,0.7700691239762023,0.1342127025127411
0.1851595924014137,0.7673505270518336,0.13584543764591217
0.1543559573945545,0.8195265989856679,0.15231621265411377
0.16355173928397043,0.8140523355994601,0.13569729030132294
0.17198677668495785,0.782740271962975,0.13082441687583923
0.15315313187856522,0.8138686372241912,0.14648601412773132
0.14529691423688615,0.8368865102756893,0.14153826236724854
0.1584749978686136,0.808219186499627,0.1185850277543068
0.15110214172847689,0.8109559632372026,0.11631034314632416
0.1370954816303556,0.8496598751181731,0.1148729994893074
0.1514335965353345,0.8155925394672341,0.1422969400882721
0.1469915783594525,0.8108288071091313,0.12687255442142487
0.16524825020441933,0.8003842796446845,0.11783911287784576
0.15383019523015098,0.7843436995979405,0.1420906037092209
0.142152952769446,0.8412812500616857,0.12147819250822067
0.16421390715099515,0.7989608375476712,0.13479524850845337
0.20663891141376797,0.7530148641453653,0.12525208294391632
0.1309157931615436,0.8551463013254739,0.10868895053863525
0.17636545877608042,0.780920118913711,0.12707945704460144
0.16395794399200925,0.7952152565113588,0.1184728592634201
0.14048812502906435,0.8261307464968576,0.1262752264738083
0.17616738213433158,0.7859400253585704,0.11191892623901367
0.20771532210092697,0.7700007737113111,0.14364798367023468
0.2172763461158389,0.6938962334305151,0.11699534207582474
0.14440740857805526,0.8297314853561202,0.14106929302215576
0.14185346875871932,0.8306572835468327,0.13699880242347717
0.1405847186133975,0.8399973783345207,0.14016194641590118
0.18525060017903647,0.766237951968247,0.10687974095344543
0.1595938243563213,0.8013423058566768,0.1337590515613556
0.15037087031773158,0.8208561638413704,0.10755189508199692
0.17017643035404265,0.7891795667733067,0.1283469796180725
0.16401319655161056,0.8099532590120151,0.12255877256393433
0.24724315461658297,0.6709889249821919,0.12815535068511963
0.16717494480193607,0.8084052267884463,0.11492569744586945
0.1729518799554734,0.7896890078478768,0.11891496926546097
0.13888301546611484,0.8327795523592719,0.14465878903865814
0.23303056141686818,0.7552670478277062,0.13804107904434204
0.14666949378119576,0.8261871983205512,0.12965700030326843
0.19072549305264913,0.7675465945431457,0.11353083699941635
0.3176205044700986,0.5937699520520802,0.09924272447824478
0.13828531901041666,0.8343792344978695,0.10710977762937546
0.18412287273104228,0.744070889818351,0.140696182847023
0.15240747966463603,0.8101474498314417,0.14316564798355103
0.1472283166552347,0.8139339345494593,0.12842953205108643
0.13448990715874565,0.8393315768352089,0.11984725296497345
0.14146854763939268,0.8272631875919656,0.12745817005634308
0.14843918028331937,0.8105054634998964,0.11963577568531036
0.19917198968312097,0.7461962948346013,0.12865935266017914
0.15578229086739676,0.8159260005083417,0.12130487710237503
0.16213286869109622,0.8082473838858176,0.1262042373418808
0.2996609097435361,0.6510248654255444,0.13029590249061584
0.14610431307838076,0.8143875584418614,0.1355523318052292
0.1704371618846106,0.791715655920555,0.13145853579044342
0.13341824970548116,0.8513137056975141,0.1480843871831894
0.1554721196492513,0.8095031852575324,0.11724717170000076
0.13264316982693142,0.8430869734479872,0.13678915798664093
0.21072112189398873,0.7351127178016984,0.12698636949062347
0.13450509025937035,0.8389595885262039,0.1025041937828064
0.15164838518415177,0.8033225019849392,0.13223129510879517
0.15059813242109996,0.8127105221430783,0.13194318115711212
0.14016924964057076,0.83220213395503,0.12851855158805847
0.16246934921022446,0.8004806566109484,0.10982047021389008
0.1299600601196289,0.8531840204111574,0.10326508432626724
0.147327392820328,0.8221192110960691,0.11792955547571182
0.15112083677261595,0.8174789017852117,0.127043217420578
0.1404654790484716,0.8324301765766337,0.12995585799217224
0.15480318523588635,0.7927549882976072,0.14988552033901215
0.15161434052482484,0.8234918441972384,0.12835028767585754
0.17040697733561197,0.7990327615502478,0.13956861197948456
0.16178134131053137,0.8140452376283392,0.12270563840866089
0.16015579586937315,0.7953609387627465,0.12005947530269623
0.151830688355461,0.8114241465221561,0.12801477313041687
0.13121844094897073,0.8496491789735949,0.10941416025161743
0.13718668619791666,0.8406132207066433,0.12548093497753143
0.13921241154746403,0.8532117362697473,0.12107273936271667
0.13300120641314794,0.8441229592224677,0.12704728543758392
0.1342135232592386,0.8419797999707673,0.1187969371676445
0.14066841488792783,0.825950789725697,0.12040028721094131
0.177007448105585,0.7832320036828753,0.13968326151371002
0.1520404361543201,0.8160597473343577,0.1421486884355545
0.14591945163787357,0.8192294155695286,0.13575507700443268
0.13310594407338944,0.8508618682432032,0.12881417572498322
0.2729818858797588,0.728204697029093,0.14896376430988312
0.1378345186748202,0.8416110696565964,0.11375651508569717
0.13955399346730066,0.8347180971960192,0.12762485444545746
0.22255950503879124,0.7481563490663006,0.11610608547925949
